PENJUALAN_2021;PENJUALAN_2020;RATIO_BEBAN-PENJUALAN_2021;RATIO_BEBAN-PENJUALAN_2020;SUMBER_LABA_UTAMA_2021;SUMBER_LABA_UTAMA_2020;LABA_RUGI_2021;LABA_RUGI_2020;LIABILITAS_2021;LIABILITAS_2020;ASET_2021;ASET_2020;KAS_2021;KAS_2020;Performa
50646890;89115285;0,632391651;0,632287947;Bidang Lainnya;Bidang Lainnya;-4855871,048;42992844,06;73631554;47906694;131431899;156064638;10045736;18928806;buruk
69369464;93552179;0,574865753;0,689841233;Bidang Usaha;Bidang Usaha;-4415880,518;44235334,8;89683324;99365915;147008798;144625765;29228858;37522376;buruk
55008083;84013946;0,926542213;0,335104257;Bidang Usaha;Bidang Usaha;-4358654,839;-25032139,43;68927935;94870738;148279181;142330042;7693638;15683744;buruk
64326845;62152841;0,574068216;0,507330729;Bidang usaha;Bidang usaha;-3997656,04;16563868,91;82432558;30481059;142129357;130652529;14092995;23386055;buruk
85500689;69181768;0,609693582;0,532546562;Bidang usaha;Bidang usaha;-3990375,987;-19105624,78;75532261;73011781;120584398;159904659;17464880;23269841;buruk
58267013;80076828;0,840573279;0,844743028;Bidang usaha;Bidang usaha;-3908782,311;-1107127,849;77506301;58065075;140946308;122945881;11639183;20629070;buruk
92651425;83493792;0,694082954;0,794356357;Bidang usaha;Bidang usaha;-3626125,697;57878781,73;54792945;64354312;133677483;135829016;7335181;13883385;buruk
98741729;82963431;0,569732585;0,391937319;Bidang usaha;Bidang usaha;-3617936,092;17149814,55;42549326;27839381;121608684;155285831;4800971;12950775;buruk
66415071;88901074;0,680804772;0,968087402;Bidang Lainnya;Bidang Usaha;-3585941,284;26398887,45;21580585;93155705;125755439;143757821;29740537;37115546;buruk
85606614;50612915;0,439385861;0,233024556;Bidang usaha;Bidang usaha;-3574414,816;21298920,63;86104081;51510551;133616958;135004477;16830451;23870453;buruk
62012056;76512972;0,670514008;0,714215952;Bidang Usaha;Bidang Usaha;-3459325,575;-3321647,087;21305903;98270074;120178766;130811204;5590974;13492727;buruk
58009921;93547431;0,673653111;0,276723597;Bidang Lainnya;Bidang Lainnya;-3386167,034;41569638,32;64814218;46484239;123046567;125878549;31981948;39723567;buruk
82994303;69757261;0,410697886;0,682153289;Bidang Usaha;Bidang Usaha;-3384456,567;-14184650,42;26549819;91090087;145351224;134259196;2650535;10762389;buruk
86424166;85567979;0,980729759;0,230098356;Bidang usaha;Bidang usaha;-3360248,571;6678302,51;88456239;75465426;129747554;159524724;27866613;36170453;buruk
71985873;61637622;0,168525798;0,324585517;Bidang Usaha;Bidang Usaha;-3273078,844;30953226,47;52398734;29795694;156023881;133038879;18903244;28438028;buruk
65888076;63985496;0,642730542;0,481814677;Bidang Lainnya;Bidang Lainnya;-3204403,288;-8555797,836;45249039;97248203;157509392;149584729;6067172;13230156;buruk
76773895;79947532;0,451859464;0,841063284;Bidang Lainnya;Bidang Usaha;-2858972,154;55526586,06;62655475;82958857;132855198;133903859;32131042;38825597;buruk
95139911;91335145;0,721226326;0,270703322;Bidang usaha;Bidang usaha;-2762904,007;11382347,7;44187946;84205051;146221670;148000490;6259969;15956144;buruk
76697152;74268489;0,085549298;0,969504441;Bidang usaha;Bidang usaha;-2570996,392;-17816104,89;46030034;47468554;135425927;147628618;10616815;18583816;buruk
57591129;57316798;0,058983923;0,736252184;Bidang Usaha;Bidang Usaha;-2474487,238;-15539339,29;22100837;35142551;135588366;157058614;15851014;22200217;buruk
50445098;84388197;0,8588699;0,216300618;Bidang Usaha;Bidang Usaha;-2194232,941;-8169206,155;96710326;31897375;158248513;144372859;30466368;35854971;buruk
82514009;88890317;0,503889317;0,228759919;Bidang Usaha;Bidang Usaha;-2184759,668;45875791,17;20060057;48144601;154521652;125336214;10327739;18162019;buruk
73109130;55846885;0,477308263;0,655434698;Bidang usaha;Bidang usaha;-2015432,002;-518516,3791;72368225;47750728;128925251;120433901;21661816;31325078;buruk
73513754;86688646;0,425890673;0,338144895;Bidang Lainnya;Bidang Lainnya;-1989318,253;-12861319,62;30791221;89686620;141389490;153427475;30913875;39950302;buruk
76102471;55944654;0,585977459;0,912463215;Bidang Lainnya;Bidang Usaha;-1981873,817;-2738514,165;57238478;85978724;146023792;152650298;12869446;19996411;buruk
69820577;90464132;0,240495161;0,160335836;Bidang usaha;Bidang usaha;-1906836,597;-26736862,41;74873177;39431593;129910759;124492837;2000127;10240099;buruk
62189387;80282671;0,305038045;0,220895873;Bidang usaha;Bidang usaha;-1689821,617;-1015690,878;91243333;60040528;148864249;150287195;28002435;34336910;buruk
88803401;59242135;0,960669358;0,59011523;Bidang Lainnya;Bidang Lainnya;-1689040,224;-16706457;22706719;22507635;149037505;155548436;17648793;25238244;buruk
53196712;66545215;0,151175371;0,818298399;Bidang Usaha;Bidang Usaha;-1667039,77;21296460,07;92584771;98078940;138099800;156276726;5787022;11778827;buruk
57130400;79887719;0,191540744;0,016057157;Bidang Usaha;Bidang Usaha;-1249203,892;-11415120,75;36270012;22552361;142587375;127202397;8068352;15198858;buruk
52333128;88006132;0,702029663;0,901857839;Bidang Usaha;Bidang Usaha;-1105803,102;12635493,58;33359571;23280744;141116358;153478027;18883342;27490476;buruk
70518335;87526971;0,521757655;0,580712163;Bidang Usaha;Bidang Usaha;-1098171,053;41383793,53;48351780;50357935;141279761;150632062;20065269;26484150;buruk
76625048;55177558;0,019598362;0,018902193;Bidang Usaha;Bidang Usaha;-1084396,424;17589830,06;31442814;96515682;140028885;150171429;13708762;21916336;buruk
55110836;87771872;0,642947825;0,894001176;Bidang Usaha;Bidang Usaha;-717762,9341;43342127,99;90931680;47280583;159197891;148589633;29753536;36554851;buruk
74321743;82190603;0,509695859;0,31595257;Bidang Lainnya;Bidang Lainnya;-640072,2187;29003514,07;73055652;52552904;127521561;145558816;9086871;15898969;buruk
78190555;62836050;0,749767183;0,253200313;Bidang Usaha;Bidang Usaha;-527216,9982;5137644,108;69782157;49129074;144663528;137573328;21028376;27470335;buruk
54806298;62187850;0,935155979;0,809505523;Bidang usaha;Bidang usaha;-396355,1535;-3533364,774;73057476;36398770;145657242;132086286;10630164;20031789;buruk
62918493;91810825;0,415552963;0,741612367;Bidang usaha;Bidang Lainnya;-299973,4109;31452306,05;63680061;94977111;152198671;127351792;18984303;26092818;buruk
72927712;92914665;0,153762313;0,122108235;Bidang usaha;Bidang usaha;-200995,6204;-5003496,177;41220051;59777745;127509171;155599804;30177686;37243611;buruk
50389585;98444961;0,116959767;0,512537806;Bidang Usaha;Bidang Usaha;9816639,22;40991852,78;59638599;31799795;137777908;154283637;19900846;29507471;buruk
50685357;98272152;0,964113793;0,567452939;Bidang Usaha;Bidang Usaha;15532290,1;-6291983,98;29935969;85886439;124097321;151217815;34253189;39304013;buruk
52224500;95765386;0,133631193;0,873915037;Bidang Usaha;Bidang Usaha;22836189,77;37191894,26;92780563;53581985;128862108;135757952;12569008;20735004;buruk
50037640;91484484;0,574181763;0,540739398;Bidang Lainnya;Bidang Usaha;27423858,57;15993191,36;58405151;82926888;140130448;127409935;24964066;30274896;buruk
55437629;98366883;0,180611382;0,472387955;Bidang usaha;Bidang usaha;28887248,68;57312577,2;52340926;30997485;128391623;131629449;21997203;29123146;buruk
54271124;95598915;0,036558058;0,790728073;Bidang usaha;Bidang usaha;1906449,245;-3856410,876;51955008;65372211;132187161;140695970;18592633;25221281;buruk
56503248;99084296;0,292539004;0,28299386;Bidang usaha;Bidang usaha;1987192,827;30817032,51;21959329;67310877;120528811;149448211;30225719;39405562;buruk
56003297;97107305;0,356162692;0,221384087;Bidang Usaha;Bidang Lain ;22594853,43;62431319,1;85007822;52825924;146653252;141146377;13323531;19890779;buruk
53726170;92455664;0,902151776;0,84143374;Bidang Usaha;Bidang Usaha;33659734,76;-14688611,47;54231973;20409407;150700112;121140954;8257943;18080028;buruk
53503403;92013761;0,53047854;0,51843802;Bidang Usaha;Bidang Usaha;3013984,824;-25178890,63;39461539;53751161;155193507;141153531;22779978;30235852;buruk
58662169;99908920;0,873944822;0,212749349;Bidang Usaha;Bidang Usaha;30391931,83;47223946,31;91829876;30370888;134515323;133675074;5574332;14474534;buruk
52694017;88458140;0,628939793;0,442579225;Bidang usaha;Bidang usaha;6891547,358;-541793,769;41334191;46092536;155795300;141791842;25886782;31147831;buruk
52190719;87606424;0,248972664;0,054673314;Bidang Lainnya;Bidang Lainnya;31562610,05;-23011797,52;89368175;51180914;122109591;127461953;25579471;35203946;buruk
56699246;94961861;0,467794037;0,299491572;Bidang Usaha;Bidang Usaha;23289392,44;485323,1276;31907774;74104337;137047863;149481552;17141659;25225559;buruk
55229514;92302395;0,510015873;0,390865718;Bidang Lainnya;Bidang Lainnya;13244062,3;8938242,793;39960624;91821988;155171993;124369860;23517895;31914532;buruk
58944363;98218547;0,009565734;0,621998749;Bidang Usaha;Bidang Usaha;31126652,86;65925068,85;61271142;40812132;140261782;140789466;31981319;38142652;buruk
55975832;93081973;0,7197932;0,046986216;Bidang Usaha;Bidang Usaha;38941123,35;59250657,32;55203473;48043346;130353938;128585572;27220121;36616110;buruk
59161350;94811089;0,508819928;0,667594276;Bidang Usaha;Bidang Usaha;6904665,225;49822622,02;34368358;93354687;136455334;138670420;16581149;25007708;buruk
53949145;86289947;0,842171198;0,646986696;Bidang usaha;Bidang usaha;32487137,89;-18958447,53;80562995;61805385;125061002;122709018;11955951;18147828;buruk
54915278;87575829;0,24109033;0,225815357;Bidang Usaha;Bidang Usaha;21273472,29;-18610102,31;81633286;47651098;124287005;135168078;7580463;16665403;buruk
54575651;86969845;0,274738643;0,04871575;Bidang usaha;Bidang Lainnya;19440977,92;-8408903,727;79818585;22822219;123932034;143296447;8410159;17515313;buruk
53483419;84879510;0,551322691;0,103329969;Bidang Lainnya;Bidang Usaha;26422268,75;-898630,7786;67282332;38638903;139738933;147250758;2068751;10110888;buruk
53654415;84879179;0,458394214;0,004573453;Bidang usaha;Bidang usaha;37322474,91;28828475,83;59860738;48852217;144607333;141300073;6471432;15904625;buruk
63198521;99494834;0,438133834;0,798205066;Bidang usaha;Bidang usaha;21784376,72;56447166,58;45611116;33368815;124026147;144073425;16515855;25954902;buruk
55598155;87487861;0,392277158;0,942682766;Bidang Usaha;Bidang Usaha;19449807,53;-16279900,46;63984962;94166557;121281616;121572948;4135604;13483444;buruk
51131293;80330604;0,85968195;0,699163496;Bidang Lainnya;Bidang Lainnya;10092730,84;25657928,23;24116110;81047495;134355557;141409289;15093962;21214811;buruk
56516970;88416004;0,781132037;0,825367901;Bidang usaha;Bidang usaha;11319505,58;11796269,57;75353974;41526341;141486234;154190515;29931964;35065847;buruk
54574028;85221352;0,655561214;0,162224154;Bidang Usaha;Bidang Usaha;26536221,62;-20750373,84;52730085;68020231;152911133;128643813;14170396;20109127;buruk
58791133;91706873;0,213023413;0,388678424;Bidang Usaha;Bidang Usaha;29501090,65;27136680,91;49037581;95235590;157509007;136983203;20274868;26726380;buruk
55838469;86595078;0,345203042;0,887380764;Bidang usaha;Bidang usaha;7606022,476;-15533439,31;35973771;71006129;134614371;153603891;11216607;19544003;buruk
53152779;81141461;0,234092721;0,699478703;Bidang Usaha;Bidang Usaha;17258312,54;-19018728,42;67098099;21139609;135751358;158520337;19793627;27688452;buruk
57034850;86957355;0,275607524;0,851919787;Bidang usaha;Bidang usaha;35328093,34;8689000,054;22928897;62234997;144768794;158048423;20391242;30369724;buruk
60461971;91894085;0,854122727;0,366409308;Bidang Usaha;Bidang Usaha;14232131,54;-5769643,522;60684567;49666834;131479963;157639338;4691879;11569623;buruk
60572141;91846902;0,198408724;0,000656567;Bidang usaha;Bidang usaha;3320211,343;38439014,94;50090687;95464599;152600561;135692402;7257766;16548427;buruk
60952923;92215989;0,199753212;0,795881172;Bidang usaha;Bidang Lainnya;35748146,61;-7068312,047;83163316;71238549;132345221;134666312;29385166;36327098;buruk
50176992;75889347;0,122103691;0,752149339;Bidang Usaha;Bidang Usaha;14000898,42;28327066,02;58367629;54937012;140879769;138471326;31601955;39605851;buruk
55847467;83442707;0,650830155;0,170192186;Bidang Usaha;Bidang Lain ;7166471,045;9770314,073;35345886;27545008;143794406;158904124;22088714;27797373;buruk
57463493;85502534;0,049464557;0,700657259;Bidang Usaha;Bidang Usaha;25088952,56;-6250158,276;85439299;33233604;121268421;145653740;22969220;32011473;buruk
64875718;95454362;0,460839731;0,4686679;Bidang Usaha;Bidang Usaha;1522527,215;-4415970,326;65562086;44676128;138138624;140888174;29476394;37742139;buruk
60824531;89475833;0,03495425;0,336455718;Bidang usaha;Bidang usaha;5425479,379;50944345,88;23443240;69204092;134164023;121187598;21772781;29788255;buruk
67976301;99821460;0,190165276;0,649877192;Bidang Usaha;Bidang Usaha;15645596,89;14830288,81;98504791;59632550;136742931;121085584;28905337;34160349;buruk
61487499;89899445;0,556463476;0,887858025;Bidang usaha;Bidang Lainnya;17384775,5;11791588,48;60122132;67843177;153323230;151745268;14719633;20513620;buruk
64761590;94382098;0,626334253;0,004131553;Bidang Usaha;Bidang Usaha;40104324,67;20313719,64;24179225;56543553;140737669;120717068;32779790;39681226;buruk
65664699;95442718;0,22126441;0,19732468;Bidang usaha;Bidang usaha;31804228,34;4832786,025;84553429;37653468;158202636;123015448;13409111;23078001;buruk
57328838;83145992;0,150858704;0,413995978;Bidang Usaha;Bidang Usaha;28795113,22;19804056,01;39743729;74286585;155021628;132583329;3656979;12710019;buruk
66249209;95861376;0,562864236;0,89159447;Bidang usaha;Bidang usaha;26467043,16;-26649366,44;34442258;96300763;131042059;135340189;5900522;15281846;buruk
55870685;80736544;0,461495581;0,369013755;Bidang usaha;Bidang Lainnya;36524053,19;31195462,35;25869031;87599951;141899214;148945869;7892060;16220343;buruk
61485887;88658296;0,438094549;0,603861348;Bidang Usaha;Bidang Usaha;1121469,896;55352691,41;80962348;81752637;141311045;144934386;8829273;15644175;buruk
60929882;87701029;0,289841701;0,8483007;Bidang usaha;Bidang usaha;22689837,06;8188766,122;43042021;91350958;121865938;153407037;7996590;16712232;buruk
68434464;97971217;0,145278366;0,095690659;Bidang Lainnya;Bidang Usaha;28141011,85;51205912,3;55064230;69760370;131789692;120512506;26082361;34039479;buruk
53292051;76183193;0,886719541;0,194452734;Bidang Lainnya;Bidang Lainnya;15170253,59;46957388,56;22037366;86707367;141870316;158299974;23287235;31288789;buruk
67040427;95441276;0,728587257;0,793182885;Bidang usaha;Bidang usaha;31611558,32;50084008,96;20287896;75233028;120365586;136797890;23492437;30415305;buruk
50527826;71928611;0,809071289;0,730381723;Bidang Usaha;Bidang Usaha;21616226,75;26894835,46;77473973;43884109;132396810;155230168;14394445;19883128;buruk
69809941;99356946;0,843439012;0,789043818;Bidang usaha;Bidang usaha;11639474,62;17519433,11;21777231;44459109;146846450;132288587;28523422;35792477;buruk
55388810;78639141;0,010549744;0,288840968;Bidang usaha;Bidang Lainnya;6295633,761;-6454641,073;30953899;93561349;123832483;152979928;32879984;39342361;buruk
55772717;78726775;0,797200194;0,056745945;Bidang Usaha;Bidang Usaha;736125,5489;35511449,41;56150244;68787716;155348124;120861442;27407640;35750972;buruk
58163300;81791647;0,605752551;0,532188113;Bidang Lainnya;Bidang Usaha;37983936,42;41160213,1;87105657;88047126;153190788;136798079;24051914;33969321;buruk
58737399;81947726;0,530679209;0,080116499;Bidang Usaha;Bidang Usaha;22442065,15;56077564,37;28900321;23359470;122159491;123788084;12652651;22449634;buruk
55219059;76770784;0,490513002;0,149977532;Bidang usaha;Bidang usaha;5232667,7;31228657,85;52620161;36126302;137071277;142668599;14108234;21367849;buruk
60012463;83335859;0,598937494;0,157527655;Bidang usaha;Bidang usaha;37015483,32;-21181953,17;42589390;55107876;139885551;126455724;9437299;16289640;buruk
68629600;95284398;0,185542932;0,223784386;Bidang Lainnya;Bidang Usaha;32062531,6;3507000,28;23318486;82594970;133663046;152959850;2444132;11470767;buruk
69649465;96066817;0,10121276;0,091806764;Bidang Usaha;Bidang Usaha;29324360,44;30340468,06;37529192;51661086;158358806;127915413;21922640;29484307;buruk
63465724;87417266;0,234430237;0,337274107;Bidang Usaha;Bidang Usaha;12754313,81;33549448,53;61109995;76050969;145899834;134998487;14673616;21807872;buruk
62576609;86099426;0,770625293;0,188560634;Bidang Lainnya;Bidang Lainnya;10264820,39;-23174644,3;25741033;62273344;157097039;148867705;24849066;32480843;buruk
68989104;94836108;0,126941581;0,136546217;Bidang Usaha;Bidang Usaha;46383072,95;58239281,64;66727801;42703815;144539922;137620366;28617375;35384930;buruk
63768543;87512469;0,63539802;0,478190478;Bidang Usaha;Bidang Usaha;5516574,407;-8089693,944;80666528;55397946;123531976;124854900;15132733;20566309;buruk
55810120;76568198;0,33126904;0,25040164;Bidang Usaha;Bidang Usaha;3836451,656;-9531533,305;91389590;37347299;124324672;152831770;24372308;29925993;buruk
73075604;99913343;0,56536984;0,514239763;Bidang usaha;Bidang usaha;10295884,54;-26745004,86;54553060;68626834;120373425;157481625;11985105;20765924;buruk
53829903;73095968;0,758462102;0,041481079;Bidang Lainnya;Bidang Usaha;13409102,16;40475692,4;54718088;98774397;147265736;121828935;17555192;25348372;buruk
55727374;75419011;0,795512795;0,407785897;Bidang usaha;Bidang usaha;3139489,665;-10752271,02;21499079;94370879;142810276;155135983;24482126;33220051;buruk
64406486;86891001;0,261598466;0,545295307;Bidang Usaha;Bidang Usaha;36980452,07;-20571449,03;76969444;73297397;142236805;141678769;23895809;32567374;buruk
61589626;83086308;0,205990122;0,033829242;Bidang Usaha;Bidang Usaha;12474269,55;17975843,02;99009371;71852443;128244515;131244835;19884180;29734763;buruk
71519976;96436043;0,305886992;0,184647092;Bidang Usaha;Bidang Usaha;13827481,77;25421524,86;24539464;41176189;127680709;132463238;19091190;28338825;buruk
68461278;91139305;0,421809371;0,953360811;Bidang Usaha;Bidang Usaha;13624953,76;-26329437,92;51533792;81319144;136954281;150019583;9947709;17622477;buruk
72912518;96666397;0,90361335;0,780840135;Bidang usaha;Bidang usaha;2434752,763;54898508,76;46400485;32138562;129883366;126621604;30043479;38227101;buruk
61731395;81694027;0,993519377;0,532848821;Bidang Usaha;Bidang Usaha;16422379,3;21705635,51;39711786;75868187;140263024;134004513;27372117;33242703;buruk
68204596;90078697;0,122446671;0,20301172;Bidang Lainnya;Bidang Usaha;30556161,16;7994278,792;85023088;25830823;149213719;134052372;23078714;30213904;buruk
66459866;87279376;0,803925111;0,633831996;Bidang Usaha;Bidang Usaha;399392,2401;54190531,89;77834303;67399775;124626212;128229670;28540729;35175544;buruk
60127175;78719992;0,231731642;0,261204312;Bidang usaha;Bidang usaha;13102477,66;-21986170,99;86864061;24196144;126362849;147880148;12965920;21975156;buruk
73531020;96229595;0,751844542;0,262363274;Bidang Lain ;Bidang lain ;4233894,512;42726756,25;65040109;86896788;128293695;152755477;22545515;28913591;buruk
70134242;91697162;0,583666605;0,110212158;Bidang Usaha;Bidang Usaha;39881499,94;63389342,6;71095547;74700329;158431568;131010417;18720217;26563147;buruk
76215200;99301483;0,077467945;0,101451269;Bidang Lainnya;Bidang Usaha;10848824,59;39350833,1;83362287;48014260;159874481;120699110;13441990;20055148;buruk
63743806;82910360;0,379261047;0,03561972;Bidang Usaha;Bidang Lain ;21879356,5;7591404,695;55064679;27399450;156406049;145696568;9773820;18995845;buruk
75724672;98484087;0,557822325;0,875865836;Bidang usaha;Bidang Lainnya;37757090,58;22054758,11;37936602;25814629;121995209;134613060;26012476;32030435;buruk
69349997;90163359;0,064914177;0,224138198;Bidang Usaha;Bidang Usaha;6912308,521;-21824628,5;70232335;67919252;137548230;150234373;5521480;11323874;buruk
57112856;73999712;0,253860839;0,287620758;Bidang Usaha;Bidang Usaha;12986733,65;16578736,29;69593341;20701097;145424809;154017063;17262992;25027464;buruk
63023791;81568870;0,704000154;0,41115891;Bidang Lainnya;Bidang Lainnya;31419811,24;3928817,718;66228490;24256098;124638909;121590989;18074963;25271220;buruk
53740830;69427720;0,115742264;0,245893061;Bidang Usaha;Bidang Usaha;23289358,82;799134,6079;50387611;59969573;140207990;147289252;15973893;25400800;buruk
70295651;90756002;0,191877341;0,554345663;Bidang usaha;Bidang usaha;44214637,45;38371707,53;28145107;85551285;159147534;157819223;33341839;38659819;buruk
58794783;75134810;0,21913653;0,952275516;Bidang Usaha;Bidang Usaha;6510490,551;-20042429,48;30267443;20625463;131212533;122598887;24522429;32888439;buruk
56561481;72235806;0,017607039;0,586769176;Bidang Usaha;Bidang Usaha;36708146,41;-14935881,51;87005163;36186416;156923595;142143937;10449183;19962107;buruk
50433406;64202743;0,155654785;0,392178254;Bidang usaha;Bidang usaha;13174839,89;40885179,08;40406997;34600361;154215161;133630096;21028509;28931544;buruk
75299050;95409991;0,759103116;0,333443846;Bidang Usaha;Bidang Usaha;32781356,62;59750629;44420621;36398878;156846077;155339712;21142456;28063992;buruk
54384481;68771824;0,106768129;0,815219044;Bidang usaha;Bidang usaha;27278913,55;-10235954,92;42211375;39727017;156957025;156468620;30258357;38498874;buruk
76173558;96078974;0,092035801;0,500104363;Bidang usaha;Bidang usaha;24823428,42;38270021,61;22843627;32423016;124186819;139046311;31102113;36628247;buruk
79174285;99702196;0,024965622;0,562519844;Bidang usaha;Bidang usaha;18922793,82;6823755,42;85761129;80273634;138089921;139735849;32916204;38212644;buruk
76206180;95870526;0,92849854;0,0164224;Bidang Usaha;Bidang Usaha;31669017,01;45354291,86;67053312;86430375;132438993;141780149;30894008;37634514;buruk
56580943;70746287;0,663802522;0,795370815;Bidang usaha;Bidang usaha;9541078,998;25786140,61;86270818;38859382;158095330;126266915;23044779;32835308;buruk
53619996;66843455;0,802186015;0,728176953;Bidang Usaha;Bidang Usaha;21425723,1;-5219710,474;46851853;44658048;153721133;141663502;7590342;17058225;buruk
76936054;95712388;0,259515875;0,871774558;Bidang usaha;Bidang usaha;44439959,08;16708505,76;48469061;43739727;131244125;141128357;15813615;24153221;buruk
51336331;62945224;0,533381307;0,232062774;Bidang Usaha;Bidang Usaha;32582392,23;41865721,56;39251276;64202989;133862070;153758030;27670089;35878535;buruk
58758665;71890802;0,069555204;0,661198718;Bidang usaha;Bidang usaha;29453163,07;-13578004,57;97351544;34244593;151713663;143860297;22445246;30959216;buruk
79136993;96555652;0,604412452;0,691730095;Bidang Usaha;Bidang Usaha;51183338,71;60947951,33;82696767;76615307;141524206;120459501;10730309;20268769;buruk
64556584;78756307;0,022341376;0,836853216;Bidang usaha;Bidang usaha;29248272,4;45895244,18;55784964;58627550;132557555;156868127;15266496;22661392;buruk
81940719;99444085;0,475208036;0,210287591;Bidang Usaha;Bidang Usaha;31281345,8;22934779,28;71778220;66353933;132455836;132858220;25187722;33392705;buruk
64696677;78440820;0,780854077;0,477831967;Bidang Lainnya;Bidang Usaha;31896368,15;36840579,45;29340078;77192777;144004782;158340114;34504948;39814651;buruk
76845560;92772416;0,879501838;0,024160819;Bidang usaha;Bidang usaha;42528737,32;-12986098,84;45947510;62210914;137081395;149304505;22317747;31552559;buruk
79185114;95412002;0,857883289;0,885096974;Bidang Lainnya;Bidang Usaha;31378783,45;-11670675,9;79428342;93721839;146389739;133855000;19956890;28372476;buruk
66802763;80319826;0,807308939;0,549186372;Bidang Lainnya;Bidang Lainnya;30837840,3;-2817555,654;34072807;30805435;136186312;146642895;1444545;10512790;buruk
76085355;91329897;0,756227121;0,176642785;Bidang Usaha;Bidang Usaha;30290505,27;9863914,94;99342815;31192466;128725144;158324832;14844562;23140182;buruk
73172305;87530676;0,204597776;0,379965688;Bidang Lain ;Bidang lain ;18917256,11;54408914,02;64596257;29406076;142864445;153382456;19498496;27152601;buruk
60183994;71653476;0,185037107;0,258410081;Bidang Lainnya;Bidang Usaha;16599040,91;619080,1274;21565908;22713589;151986984;147555316;4590285;14134406;buruk
72694331;86464800;0,134952867;0,563218497;Bidang usaha;Bidang usaha;15583686,86;10775866,04;67254556;78209874;157595120;149614557;19711863;26623062;buruk
79476222;93988642;0,091940003;0,342020335;Bidang Usaha;Bidang Usaha;32505691,86;-19415134,9;49676663;66162366;146196887;157603448;30171438;39065492;buruk
53815603;63640483;0,891481727;0,478678869;Bidang Lainnya;Bidang Lainnya;19016667,44;11343139,42;76535009;67999686;127167726;158990323;17390173;26004174;buruk
69832989;82319438;0,784598978;0,669907359;Bidang Usaha;Bidang Usaha;23134273,67;49796077,41;55641857;98024248;128920855;154915073;29502547;37824077;buruk
58782044;69254675;0,703589425;0,561632554;Bidang Lainnya;Bidang Lainnya;1545861,441;14525130,35;46363225;45732067;138074459;150367905;25637112;32929164;buruk
70524610;83037509;0,303781993;0,064710162;Bidang Usaha;Bidang Usaha;10477361,04;28214896,31;42988799;72450867;144417695;151158917;9049101;17908293;buruk
52930870;62307409;0,046653056;0,880957221;Bidang Usaha;Bidang Usaha;20791808,85;-9108999,076;31808844;50767817;142339673;156516546;29202067;35564205;buruk
73082673;85703745;0,448886718;0,011699333;Bidang Usaha;Bidang Usaha;7710535,613;32334868,86;50519900;60346482;121643142;143628479;11224662;18621273;buruk
56653596;66424895;0,184916851;0,761598291;Bidang Usaha;Bidang Usaha;16529449,9;-16134223,31;61203875;65594486;137904540;132021026;10636538;15857119;buruk
80834871;94577831;0,451004797;0,316962967;Bidang usaha;Bidang usaha;50559659,33;8676273,416;23439310;87240529;120559895;127584011;18049027;27575126;buruk
80010128;92956400;0,595641455;0,193801702;Bidang Usaha;Bidang Usaha;37299785,32;7324458,37;90992153;51655380;153988327;156544844;4407006;14374055;buruk
72860309;84388846;0,991846853;0,303461813;Bidang usaha;Bidang usaha;31990712,57;39292848,68;41679567;20741827;134707544;124236005;19362246;28936718;buruk
72604698;84033237;0,370680848;0,166954209;Bidang usaha;Bidang usaha;5402078,282;-19461922,08;49624232;49858170;139064056;137561047;24120361;32269366;buruk
84449758;97480266;0,612277977;0,728727892;Bidang usaha;Bidang usaha;33537500,6;28085687,23;52071564;49770911;140115735;142189310;4396073;12188835;buruk
53451707;61609901;0,7027815;0,475009765;Bidang Lainnya;Bidang Usaha;30417897,41;6038562,142;53852071;85580853;136716464;143680142;20616319;28190878;buruk
81572027;93896554;0,577693078;0,705654441;Bidang Usaha;Bidang Usaha;6303883,485;60091125,16;90672001;91449152;159260327;135429208;15314205;21065891;buruk
63510680;72997497;0,214472774;0,594332583;Bidang Usaha;Bidang Usaha;23432601,45;-2957373,872;27381141;89273332;136659379;155257980;15314233;24706940;buruk
73539202;84499085;0,601822845;0,655910367;Bidang Usaha;Bidang Usaha;24709809,02;37718686,13;76081343;21179659;130942585;154189860;14487143;19945209;buruk
60443654;69432165;0,849516653;0,018309742;Bidang usaha;Bidang usaha;25320007,88;17816781,44;24674294;24461467;152305381;152034182;23397685;30859699;buruk
85020637;97557696;0,297522726;0,788670251;Bidang Usaha;Bidang Usaha;10175226,26;-6397285,548;52502215;42299263;129224058;146006657;2491755;10930190;buruk
59994538;68693202;0,145955606;0,403370235;Bidang Usaha;Bidang Usaha;5216886,919;34175774,36;31878056;87031995;126667807;136402115;17679599;23539828;buruk
56828265;64994933;0,076950913;0,03895745;Bidang Usaha;Bidang Usaha;1719136,675;-1733773,243;65716010;61511758;120412670;155658319;13731902;21900346;buruk
67425339;77052280;0,093496817;0,114036328;Bidang usaha;Bidang usaha;33004200,25;18892413,84;38271702;77754982;141969123;137000248;16066239;23412161;buruk
86851490;99117262;0,469596064;0,386711382;Bidang Usaha;Bidang Usaha;32198073,73;21636458,92;72220375;50434541;150770880;127210784;12350381;20210805;buruk
58330891;66483299;0,629622526;0,758780973;Bidang Usaha;Bidang Usaha;19769526,01;-5756501,466;24998157;25976683;134450497;155009074;6317467;14155281;buruk
